Server Name,FQDN,System Role,App_Name,Segment,App_Owner,Operating System,O/S Service Pack,Server Model,Service Tag,BIOS Ver,Clustered Y-N,BMC Ver,CMC Ver,CPLD Ver,PERC Type,PERC F/W,Processor Type,Processor Speed,Mem (MB),Kernel Ver,SCCM Agent,BL Agent,VAS Ver,IP addr,Subnet Mask,Bonded/Teamed Y-N,DHCP Enabled Y-N,MAC Addr,Gateway,NIC Model,NIC Driver,NIC F/W,NIC Speed,DRAC DNS Name,DRAC Type,DRAC F/W,DRAC Static/DHCP,DRAC IP addr,DRAC Mask,DRAC in DNS? Y-N,SYS O/S Part Size,PERC Vol 1 RAID Type,PERC Vol 1 Size,PERC Vol 2 Type,PERC Vol 2 Size,HBA Model,HBA F/W,HBA Driver,iSCSI Ip addr1,iSCSI Mask1,iSCSI Ip addr2,iSCSI Mask2,Equallogic HIT KIT Ver,Path Software Types,Path Software Ver,Naviagent Service on-off,Naviagent Ver,OMSA Ver,VIP IP,VIP FQDN,Scan Date
ausdlhcmdevdb01,ausdlhcmdevdb01.us.dell.com,SIT/UAT,AppDynamics Application Performance Monitoring,IEO,"Herpich, Fernando",OEL,6.4,VMware Virtual Platform,VMware-42 24 8c a9 9a 5a 50 89-d8 93 5b 0b 46 42 11 b9,6,Y,na,na,na,na,na,2xIntel(R) Xeon(R) E5-2660,2200.000Mhz,3829,2.6.32-358.6.2.el6.x86_64,na,8.5.00.469,4.1.0.21708,10.160.227.49,255.255.240.0,N,N,00:50:56:a4:66:e3,10.160.224.1,Intel Corporation 82545EM Gigabit Ethernet Controller (Copper) (rev 01),e1000,na,Autoneg on 1000Mb/s Full Duplex,na,na,na,na,na,na,na,69.8 GB,na,69.8 GB,na,5368 MB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/3/2016
ausultsap24,ausultsap24.us.dell.com,DR,File Upload Server,GSD Business,"Yanez, Juanita",OEL,6.5,VMware Virtual Platform,VMware-42 3d 5c d3 97 bb 8c 3d-39 4c f9 6d 54 12 3b 1c,6,N,na,na,na,na,na,2xIntel(R) Xeon(R) E5-2660,2200.000Mhz,3828,2.6.32-431.el6.x86_64,na,8.5.00.469,4.1.0.21708,10.160.149.185,255.255.240.0,N,N,00:50:56:bd:4f:7a,10.160.144.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,53.7 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/2/2016
ausslb2bisen01,ausslb2bisen01.us.dell.com,DR,File Upload Server,GSD Business,"Yanez, Juanita",OEL,7,VMware Virtual Platform,VMware-42 27 98 5e 8d a5 3e c9-f3 64 2c f8 c1 a6 42 bf,6,N,na,na,na,na,na,2xIntel(R) Xeon(R) E5-2660,2200.000Mhz,3785,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.166.209.35,255.255.254.0,N,N,00:50:56:a7:55:68,10.166.208.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,21.5 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/2/2016
ausslb2biapp04,ausslb2biapp04.us.dell.com,DEVELOPMENT,Functional API (FAPI),GSD Business,"Yanez, Juanita",OEL,7,VMware Virtual Platform,VMware-42 27 3a 55 7c 7a f1 f2-9f 76 4a 36 3e 82 b4 84,6,N,na,na,na,na,na,4xIntel(R) Xeon(R) E5-2660,2200.000Mhz,13929,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.166.209.34,255.255.254.0,N,N,00:50:56:a7:39:6b,10.166.208.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,80.5 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/3/2016
ausulfbeb2bap04,ausulfbeb2bap04.us.dell.com,PRODUCTION,HARMONY SALES TOOL,DCS,"Shaw, Bill",OEL,7,VMware Virtual Platform,VMware-42 27 91 1f 10 b6 e3 3f-f6 88 91 31 72 99 ac aa,6,N,na,na,na,na,na,2xIntel(R) Xeon(R) E5-2660,2200.000Mhz,9833,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.166.209.23,255.255.254.0,N,N,00:50:56:a7:1f:f4,10.166.208.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,80.5 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/2/2016
ausulfbeb2bap03,ausulfbeb2bap03.us.dell.com,PRODUCTION,SupportAssist Intelligence Engine (SAIE)-AMDB,GSD Business,"Yanez, Juanita",OEL,7,VMware Virtual Platform,VMware-42 27 f9 6f 52 ca ab f9-81 9e 21 4c 46 88 63 55,6,N,na,na,na,na,na,2xIntel(R) Xeon(R) E5-2660,2200.000Mhz,9833,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.166.209.22,255.255.254.0,N,N,00:50:56:a7:57:c5,10.166.208.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,80.5 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/3/2016
ausplpmom01,ausplpmom01.us.dell.com,PRODUCTION,PLATFORM INFRASTRUCTURE,IEO,"White, Spike",OEL,7,VMware Virtual Platform,VMware-42 16 24 83 2f 03 7f 38-6d e0 e2 1c 45 54 41 8e,6,N,na,na,na,na,na,4xIntel(R) Xeon(R) E5-2660,2199.999Mhz,15881,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.178.144.83,255.255.240.0,N,N,00:50:56:96:13:fd,10.178.144.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,322.1 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/2/2016
ausplpmqb02,ausplpmqb02.us.dell.com,PRODUCTION,Compliance Integration Services (CIS),ETS,"J, Ramesh",OEL,7,VMware Virtual Platform,VMware-42 16 d2 a0 02 97 87 08-51 12 47 9a 0a 72 d8 d4,6,N,na,na,na,na,na,4xIntel(R) Xeon(R) E5-2660,2200.000Mhz,7817,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.178.144.87,255.255.240.0,N,N,00:50:56:96:1a:77,10.178.144.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,161.1 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/3/2016
ausflesmaster02,ausflesmaster02.us.dell.com,PRODUCTION,Oracle Service Bus,GOCQ,"Kommana, Chuck",OEL,7,VMware Virtual Platform,VMware-42 10 31 64 fa ee 32 b5-ff 05 d3 a2 30 43 1d 0f,6,N,na,na,na,na,na,4xIntel(R) Xeon(R) E5-2660,2199.999Mhz,7817,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.177.53.250,255.255.240.0,N,N,00:50:56:90:26:d8,10.177.48.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,21.5 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/2/2016
ausul2mq29,ausul2mq29.us.dell.com,PRODUCTION,Billing and Revenue Management (BRM),ETS,"Wheeler, John W",OEL,7,VMware Virtual Platform,VMware-42 27 9e 14 17 14 9f 61-16 68 0f 23 3d f0 fb 3f,6,N,na,na,na,na,na,4xIntel(R) Xeon(R) E5-2660,2200.000Mhz,7817,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.161.1.30,255.255.240.0,N,N,00:50:56:a7:6c:22,10.161.0.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,21.5 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/3/2016
ausuldlsoaap05,ausuldlsoaap05.us.dell.com,PRODUCTION,Billing and Revenue Management (BRM),ETS,"Wheeler, John W",OEL,7,VMware Virtual Platform,VMware-42 27 a9 c2 cd 42 31 56-1b bd d7 b8 af 2e 4c b1,6,N,na,na,na,na,na,4xIntel(R) Xeon(R) E5-2660,2200.000Mhz,15881,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.166.212.142,255.255.255.0,N,N,00:50:56:a7:64:f9,10.166.212.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,128.8 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/2/2016
ausplesdata14,ausplesdata14.us.dell.com,PRODUCTION,HRDM - Human Resources Document Management,GOCQ,"Stangl, Gabriela",OEL,7,PowerEdge M630,DH4F282,1.4.5,N,na,5.11,1.0.5,PERC H730P,25.3.0.0016,32xIntel(R) Xeon(R) E5-2630,2040.281Mhz,64157,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.178.241.217,255.255.252.0,Y,N,d0:43:1e:d6:89:c8,10.178.240.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x8000086d,Autoneg on 10000Mb/s Full Duplex,idrac-DH4F282,iDRAC8,2.21.21.21,Static,10.178.126.118,255.255.248.0,N,599.6 GB,RAID-1,599.6 GB,na,7969 MB,na,na,na,na,na,na,na,na,na,na,na,na,8.2.0,na,na,8/3/2016
dubplivrwl03,dubplivrwl03.dub.emea.dell.com CONNECTION TIMED OUT,PRODUCTION,RTPA,DCS,"Szymanski, Carlon",OEL,7,PowerEdge R630,7MDSQ92,1.5.4,N,na,na,1.0.1,PERC H730P,25.3.0.0016,32xIntel(R) Xeon(R) E5-2630,2254.312Mhz,31903,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.26.0.99,255.255.254.0,Y,N,ec:f4:bb:ee:6a:c0,10.26.0.1,Intel Corporation Ethernet Controller 10-Gigabit X540-AT2 (rev 03),ixgbe,0x800005a0,Autoneg on 1000Mb/s Full Duplex,idrac-7MDSQ92,iDRAC8,2.21.21.21,Static,10.67.240.63,255.255.255.128,N,299.4 GB,RAID-1,299.4 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8.2.0,na,na,8/3/2016
fraplivrwl03,fraplivrwl03.fra.emea.dell.com,PRODUCTION,RTPA,DCS,"Szymanski, Carlon",OEL,7,PowerEdge R630,7J2SQ92,1.5.4,N,na,na,1.0.1,PERC H730P,25.3.0.0016,32xIntel(R) Xeon(R) E5-2630,1547.343Mhz,31903,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.26.128.121,255.255.254.0,Y,N,ec:f4:bb:ee:69:cc,10.26.128.1,Intel Corporation I350 Gigabit Network Connection (rev 01),igb,1.67; 0x80000d25; 16.5.20,Autoneg on 1000Mb/s Full Duplex,idrac-7J2SQ92,iDRAC8,2.30.30.30,Static,10.26.158.50,255.255.255.0,N,299.4 GB,RAID-1,299.4 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8.2.0,na,na,8/3/2016
ausplgil01,ausplgil01.us.dell.com,PRODUCTION,Corporate Oracle WebCenter (COWC),GOCQ,"Stangl, Gabriela",OEL,7,VMware Virtual Platform,VMware-42 10 b9 c0 26 79 98 40-ef 92 eb 7f 9d da cd 49,6,N,na,na,na,na,na,2xIntel(R) Xeon(R) E5-2660,2200.000Mhz,3785,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.177.49.54,255.255.240.0,N,N,00:50:56:90:0f:7d,10.177.48.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,21.5 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/3/2016
fraplivrwl04,fraplivrwl04.fra.emea.dell.com,PRODUCTION,Oracle Service Bus,GOCQ,"Kommana, Chuck",OEL,7,PowerEdge R630,7J1SQ92,1.5.4,N,na,na,1.0.1,PERC H730P,25.3.0.0016,32xIntel(R) Xeon(R) E5-2630,1804.125Mhz,31903,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.26.128.122,255.255.254.0,Y,N,ec:f4:bb:ee:6c:e4,10.26.128.1,Intel Corporation I350 Gigabit Network Connection (rev 01),igb,1.67; 0x80000d25; 17.0.12,Autoneg on 1000Mb/s Full Duplex,idrac-7J1SQ92,iDRAC8,2.30.30.30,Static,10.26.158.56,255.255.255.0,N,299.4 GB,RAID-1,299.4 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8.2.0,na,na,8/3/2016
austldrcamdb02,austldrcamdb02.us.dell.com,PREP,Billing and Revenue Management (BRM),ETS,"Wheeler, John W",OEL,6.5,PowerEdge M630,4WBW482,1.4.5,Y,na,5.11,1.0.5,PERC H730P,25.3.0.0016,16xIntel(R) Xeon(R) E5-2630,2394.437Mhz,516766,2.6.32-431.el6.x86_64,na,8.2.02.321,4.1.0.21708,10.160.121.193,255.255.252.0,Y,N,d0:43:1e:e4:f1:19,10.160.120.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x80000818,Autoneg on 10000Mb/s Full Duplex,idrac-4WBW482,iDRAC8,2.21.21.21,Static,10.160.92.181,255.255.248.0,N,599.6 GB,RAID-1,599.6 GB,na,na,Emulex LPe1205-M 8Gb 2-port PCIe Fibre Channel Adapter,2.01A12 (U3F2.01A12); sli-3,8.3.7.21.4p; HBAAPI(I) v2.3.b; 07-12-10,na,na,na,na,na,MPIO,device-mapper-multipath-0.4.9-72.0.1.el6.x86_64,na,na,8.2.0,10.160.121.194,austldrcamdb02-vip.us.dell.com,8/3/2016
f17skwoel88,f17skwoel88.us.dell.com,PREP,Billing and Revenue Management (BRM),ETS,"Wheeler, John W",OEL,7,VMware Virtual Platform,VMware-42 3d 21 1d cd 41 b5 50-2c ed 14 e7 ba be ab cf,6,N,na,na,na,na,na,2xIntel(R) Xeon(R) E5-2660,2200.000Mhz,7817,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.160.146.174,255.255.240.0,N,N,00:50:56:bd:7b:e4,10.160.144.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/2/2016
ausdmstora1,ausdmstora1.us.dell.com,PREP,HRDM - Human Resources Document Management,GOCQ,"Stangl, Gabriela",OEL,6.5,VMware Virtual Platform,VMware-42 3d f9 f0 95 b0 77 17-d3 fb 25 bb 4b c5 f4 ad,6,Y,na,na,na,na,na,2xIntel(R) Xeon(R) E5-2660,2200.000Mhz,3828,2.6.32-431.el6.x86_64,na,8.2.02.321,4.1.0.21708,10.160.153.180,255.255.240.0,N,N,00:50:56:bd:02:bf,10.160.144.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,80.5 GB,na,80.5 GB,na,3221 MB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/3/2016
ausilsoaapp22,ausilsoaapp22.us.dell.com,SIT/UAT,RTPA,DCS,"Szymanski, Carlon",OEL,7,VMware Virtual Platform,VMware-42 27 27 5a f5 b1 ec 98-53 27 91 0a 4f d7 ae 54,6,N,na,na,na,na,na,4xIntel(R) Xeon(R) E5-2660,2200.000Mhz,13865,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.161.1.164,255.255.240.0,N,N,00:50:56:a7:22:c0,10.161.0.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,107.4 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/3/2016
ausulsoaapp46,ausulsoaapp46.us.dell.com,PERFORMANCE,RTPA,DCS,"Szymanski, Carlon",OEL,7,VMware Virtual Platform,VMware-42 27 34 a5 47 17 99 d8-2b 75 12 b0 8a 20 27 b5,6,N,na,na,na,na,na,4xIntel(R) Xeon(R) E5-2660,2200.000Mhz,13865,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.161.1.168,255.255.240.0,N,N,00:50:56:a7:7e:7a,10.161.0.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,107.4 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/2/2016
ausulsoaapp49,ausulsoaapp49.us.dell.com,PERFORMANCE,Corporate Oracle WebCenter (COWC),GOCQ,"Stangl, Gabriela",OEL,7,VMware Virtual Platform,VMware-42 27 39 db eb 8e 09 39-9f 1c 7b e9 da e9 0f 05,6,N,na,na,na,na,na,4xIntel(R) Xeon(R) E5-2660,2200.000Mhz,13865,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.161.1.171,255.255.240.0,N,N,00:50:56:a7:54:30,10.161.0.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,107.4 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/2/2016
ausplesdata08,ausplesdata08.us.dell.com,PRODUCTION,Oracle Service Bus,GOCQ,"Kommana, Chuck",OEL,7,PowerEdge M630,DH3J282,1.4.5,N,na,5.11,1.0.5,PERC H730P,25.3.0.0016,32xIntel(R) Xeon(R) E5-2630,1842.937Mhz,64157,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.178.241.211,255.255.252.0,Y,N,d0:43:1e:af:c4:02,10.178.240.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x8000086d,Autoneg on 10000Mb/s Full Duplex,idrac-DH3J282,iDRAC8,2.21.21.21,Static,10.178.126.106,255.255.248.0,N,599.6 GB,RAID-1,599.6 GB,na,7969 MB,na,na,na,na,na,na,na,na,na,na,na,na,8.2.0,na,na,8/3/2016
auspldpgtmdb01.us.dell.com,auspldpgtmdb01.us.dell.com SCRIPT FAILURE,PERFORMANCE,UDE- BLAZE,DCS,"Szymanski, Carlon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auspldpgtmdb02.us.dell.com,auspldpgtmdb02.us.dell.com SCRIPT FAILURE,PERFORMANCE,WEBLOGIC PLATFORM,GOCQ,"Kommana, Chuck",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ausilsoaapp21,ausilsoaapp21.us.dell.com,PRODUCTION,Octane,DCS,"Acharya, Harsh",OEL,7,VMware Virtual Platform,VMware-42 27 1c 62 18 40 5f 4b-18 dd d2 8c 6d 21 b6 23,6,N,na,na,na,na,na,4xIntel(R) Xeon(R) E5-2660,2200.000Mhz,13865,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.161.1.163,255.255.240.0,N,N,00:50:56:a7:3c:65,10.161.0.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,107.4 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/3/2016
ausplgcccdb04.us.dell.com,ausplgcccdb04.us.dell.com SCRIPT FAILURE,PERFORMANCE,File Retrieval Server,GSD Business,"Yanez, Juanita",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ausflesdata04,ausflesdata04.us.dell.com,PERFORMANCE,WebSphere MQ Series,GOCQ,"Kommana, Chuck",OEL,7,PowerEdge M630,DH4L282,1.4.5,N,na,5.11,1.0.5,PERC H730P,25.3.0.0016,32xIntel(R) Xeon(R) E5-2630,1770.187Mhz,64157,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.177.118.169,255.255.252.0,Y,N,d0:43:1e:f2:2a:72,10.177.116.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x8000086d,Autoneg on 10000Mb/s Full Duplex,idrac-DH4L282,iDRAC8,2.21.21.21,Static,10.177.124.118,255.255.248.0,N,599.6 GB,RAID-1,599.6 GB,na,7969 MB,na,na,na,na,na,na,na,na,na,na,na,na,8.1.0,na,na,8/2/2016
aussoasitapp61,aussoasitapp61.us.dell.com,PRODUCTION,Compliance Integration Services (CIS),ETS,"J, Ramesh",OEL,6.5,VMware Virtual Platform,VMware-42 13 5e 68 90 dc 82 80-fb eb 9e 1c 5d 91 bf 02,6,N,na,na,na,na,na,4xIntel(R) Xeon(R) E5-2660,2200.000Mhz,15947,2.6.32-431.el6.x86_64,na,8.2.02.321,4.1.0.21708,10.161.1.60,255.255.224.0,N,N,00:50:56:93:10:80,10.161.0.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,53.7 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/2/2016
ausslmstperfm04,ausslmstperfm04.us.dell.com,PERFORMANCE,AppDynamics Application Performance Monitoring,IEO,"Herpich, Fernando",OEL,6.5,VMware Virtual Platform,VMware-42 3d 98 08 27 43 52 23-cb 04 4c 80 e1 8e 9f b2,6,N,na,na,na,na,na,2xIntel(R) Xeon(R) E5-2660,2200.000Mhz,7868,2.6.32-431.el6.x86_64,na,8.2.02.321,4.1.0.21708,10.166.210.27,255.255.254.0,N,N,00:50:56:bd:3e:e9,10.166.210.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,21.5 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/2/2016
ausplgcccdb02.us.dell.com,ausplgcccdb02.us.dell.com SCRIPT FAILURE,PERFORMANCE,AppDynamics Application Performance Monitoring,IEO,"Herpich, Fernando",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aussltsap5,aussltsap5.us.dell.com,PRODUCTION,File Upload Server,GSD Business,"Yanez, Juanita",OEL,6.5,VMware Virtual Platform,VMware-42 3d a7 30 bf 1c 66 4d-4c 8e 51 c2 0d 71 66 4e,6,N,na,na,na,na,na,2xIntel(R) Xeon(R) E5-2660,2200.000Mhz,3828,2.6.32-431.el6.x86_64,na,8.2.02.321,4.1.0.21708,10.166.210.30,255.255.254.0,N,N,00:50:56:bd:71:f5,10.166.210.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,53.7 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/2/2016
ausuldlsoaap06,ausuldlsoaap06.us.dell.com,PERFORMANCE,File Upload Server,GSD Business,"Yanez, Juanita",OEL,7,VMware Virtual Platform,VMware-42 27 d5 35 20 ae bf 18-58 b6 e8 47 97 4d 9e 82,6,N,na,na,na,na,na,4xIntel(R) Xeon(R) E5-2660,2200.000Mhz,15881,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.166.212.143,255.255.255.0,N,N,00:50:56:a7:75:d1,10.166.212.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,128.8 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/3/2016
amsplivrwl04,amsplivrwl04.ams.emea.dell.com,PERFORMANCE,Functional API (FAPI),GSD Business,"Yanez, Juanita",OEL,7,PowerEdge R630,81GNQ92,1.5.4,N,na,na,na,na,na,32xIntel(R) Xeon(R) E5-2630,2134.125Mhz,31903,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.26.160.124,255.255.254.0,Y,N,ec:f4:bb:ee:de:80,10.26.160.1,Intel Corporation Ethernet Controller 10-Gigabit X540-AT2 (rev 03),ixgbe,0x800005a0,Autoneg on 1000Mb/s Full Duplex,RACADM Error/RAC Not Configured,na,na,RACADM Error/RAC Not Configured,RACADM Error/RAC Not Configured,RACADM Error/RAC Not Configured,RACADM Error/RAC Not Configured,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8.3.0,na,na,8/3/2016
u1vmharmonyst01,u1vmharmonyst01.us.dell.com,PRODUCTION,HARMONY SALES TOOL,DCS,"Shaw, Bill",OEL,6.5,VMware Virtual Platform,VMware-42 07 fd 14 77 1e a0 58-63 f0 51 af b2 17 fb 64,6,N,na,na,na,na,na,1xIntel(R) Xeon(R) E5-2660,2200.000Mhz,11908,2.6.32-431.el6.x86_64,na,8.5.00.469,4.1.0.21708,10.166.132.108,255.255.255.0,N,N,00:50:56:87:41:1c,10.166.132.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,107.4 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/2/2016
ausplm2gapcdb04,ausplm2gapcdb04.us.dell.com,PRODUCTION,SupportAssist Intelligence Engine (SAIE)-AMDB,GSD Business,"Yanez, Juanita",OEL,7,PowerEdge M630,7VMT382,1.4.5,Y,na,5.11,1.0.5,PERC H730P,25.3.0.0016,16xIntel(R) Xeon(R) E5-2630,2800.406Mhz,31903,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.178.241.235,255.255.252.0,Y,N,d0:43:1e:d6:af:0e,10.178.240.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x80000818,Autoneg on 10000Mb/s Full Duplex,idrac-7VMT382,iDRAC8,2.21.21.21,Static,10.178.126.89,255.255.248.0,N,599.6 GB,RAID-1,599.6 GB,na,7969 MB,Emulex LPe1205-M 8Gb 2-port PCIe Fibre Channel Adapter,2.01A10 (U3F2.01A10),8.3.7.34.3p; HBAAPI(I) v2.3.b; 07-12-10,na,na,na,na,na,MPIO,device-mapper-multipath-0.4.9-85.el7_2.1.x86_64,na,na,8.2.0,10.178.241.236,ausplm2gapcdb04-vip.us.dell.com,8/2/2016
